userid,tittle,grade
7,"阿一波 牌海峡紫菜",1
250,"阿一波 牌海峡紫菜",5
238,"阿一波 牌海峡紫菜",3
74,"阿一波 牌海峡紫菜",4
66,"阿一波 牌海峡紫菜",0
281,"阿一波 牌海峡紫菜",1
251,"阿一波 牌海峡紫菜",3
175,"阿一波 牌海峡紫菜",0
263,"阿一波 牌海峡紫菜",2
167,"阿一波 牌海峡紫菜",3
25,"阿一波 牌海峡紫菜",4
226,"阿一波 牌海峡紫菜",1
96,"阿一波 牌海峡紫菜",2
283,"阿一波 牌海峡紫菜",0
210,"阿一波 牌海峡紫菜",4
12,"阿一波 牌海峡紫菜",2
241,"阿一波 牌海峡紫菜",1
174,"阿一波 牌海峡紫菜",2
91,"阿一波 牌海峡紫菜",0
160,"阿一波 牌海峡紫菜",1
98,"阿一波 牌海峡紫菜",0
208,"阿一波 牌海峡紫菜",5
143,"阿一波 牌海峡紫菜",2
101,"阿一波 牌海峡紫菜",2
205,"阿一波 牌海峡紫菜",3
252,"阿一波 牌海峡紫菜",3
126,"阿一波 牌海峡紫菜",2
44,"阿一波 牌海峡紫菜",5
186,"阿一波 牌海峡紫菜",1
199,"阿一波 牌海峡紫菜",2
116,"阿一波 牌海峡紫菜",5
65,"阿一波 牌海峡紫菜",3
137,"阿一波 牌海峡紫菜",4
276,"阿一波 牌海峡紫菜",5
54,"阿一波 牌海峡紫菜",4
38,"阿一波 牌海峡紫菜",0
89,"阿一波 牌海峡紫菜",2
288,"阿一波 牌海峡紫菜",1
297,"阿一波 牌海峡紫菜",4
191,"阿一波 牌海峡紫菜",3
289,"阿一波 牌海峡紫菜",4
62,"阿一波 牌海峡紫菜",4
161,"阿一波 牌海峡紫菜",0
100,"福月堂 胶膏(苦涩味)",5
28,"福月堂 胶膏(苦涩味)",5
216,"福月堂 胶膏(苦涩味)",3
118,"福月堂 胶膏(苦涩味)",5
196,"福月堂 胶膏(苦涩味)",1
246,"福月堂 胶膏(苦涩味)",1
194,"福月堂 胶膏(苦涩味)",2
42,"福月堂 胶膏(苦涩味)",5
12,"福月堂 胶膏(苦涩味)",3
275,"福月堂 胶膏(苦涩味)",4
160,"福月堂 胶膏(苦涩味)",2
158,"福月堂 胶膏(苦涩味)",1
213,"福月堂 胶膏(苦涩味)",5
146,"福月堂 胶膏(苦涩味)",1
186,"福月堂 胶膏(苦涩味)",2
200,"福月堂 胶膏(苦涩味)",0
88,"福月堂 胶膏(苦涩味)",4
140,"福月堂 胶膏(苦涩味)",2
292,"福月堂 胶膏(苦涩味)",3
257,"福月堂 胶膏(苦涩味)",2
280,"福月堂 胶膏(苦涩味)",3
46,"福月堂 胶膏(苦涩味)",5
235,"福月堂 胶膏(苦涩味)",5
148,"福月堂 胶膏(苦涩味)",5
171,"福月堂 胶膏(苦涩味)",4
129,"福月堂 胶膏(苦涩味)",5
96,"福月堂 胶膏(苦涩味)",1
98,"福月堂 胶膏(苦涩味)",1
70,"福月堂 胶膏(苦涩味)",0
197,"福月堂 胶膏(苦涩味)",0
177,"福月堂 胶膏(苦涩味)",3
150,"福月堂 胶膏(苦涩味)",0
170,"福月堂 胶膏(苦涩味)",2
25,"福月堂 胶膏(苦涩味)",3
122,"福月堂 胶膏(苦涩味)",0
195,"福月堂 胶膏(苦涩味)",4
241,"福月堂 胶膏(苦涩味)",3
189,"福月堂 胶膏(苦涩味)",0
116,"福月堂 胶膏(苦涩味)",0
173,"福月堂 胶膏(苦涩味)",0
95,"Waitrose 蘑菇汤",5
52,"Waitrose 蘑菇汤",2
86,"Waitrose 蘑菇汤",1
131,"Waitrose 蘑菇汤",4
199,"Waitrose 蘑菇汤",1
205,"Waitrose 蘑菇汤",1
21,"Waitrose 蘑菇汤",1
276,"Waitrose 蘑菇汤",4
128,"Waitrose 蘑菇汤",1
93,"Waitrose 蘑菇汤",3
134,"Waitrose 蘑菇汤",1
272,"Waitrose 蘑菇汤",1
218,"Waitrose 蘑菇汤",5
146,"Waitrose 蘑菇汤",2
155,"Waitrose 蘑菇汤",3
259,"Waitrose 蘑菇汤",1
144,"Waitrose 蘑菇汤",1
100,"Waitrose 蘑菇汤",1
130,"Waitrose 蘑菇汤",3
212,"Waitrose 蘑菇汤",1
109,"Waitrose 蘑菇汤",3
237,"Waitrose 蘑菇汤",5
39,"Waitrose 蘑菇汤",2
209,"Waitrose 蘑菇汤",3
34,"Waitrose 蘑菇汤",3
114,"Waitrose 蘑菇汤",0
240,"Waitrose 蘑菇汤",5
23,"Waitrose 蘑菇汤",2
241,"Waitrose 蘑菇汤",2
118,"Waitrose 蘑菇汤",3
62,"Waitrose 蘑菇汤",1
1,"鸡枞(干)",5
234,"鸡枞(干)",5
65,"鸡枞(干)",5
3,"鸡枞(干)",4
35,"鸡枞(干)",0
9,"鸡枞(干)",2
159,"鸡枞(干)",4
220,"鸡枞(干)",1
268,"鸡枞(干)",1
189,"鸡枞(干)",3
275,"鸡枞(干)",5
13,"鸡枞(干)",2
132,"鸡枞(干)",4
91,"鸡枞(干)",5
233,"鸡枞(干)",0
249,"鸡枞(干)",0
263,"鸡枞(干)",3
255,"鸡枞(干)",4
74,"鸡枞(干)",4
47,"鸡枞(干)",3
197,"鸡枞(干)",4
272,"鸡枞(干)",1
175,"鸡枞(干)",2
30,"鸡枞(干)",4
222,"鸡枞(干)",0
194,"鸡枞(干)",1
152,"鸡枞(干)",3
82,"鸡枞(干)",3
59,"鸡枞(干)",2
87,"鸡枞(干)",1
40,"鸡枞(干)",0
210,"鸡枞(干)",4
140,"鸡枞(干)",0
257,"鸡枞(干)",3
121,"鸡枞(干)",1
202,"鸡枞(干)",1
135,"鸡枞(干)",3
165,"鸡枞(干)",5
16,"鸡枞(干)",4
38,"鸡枞(干)",2
106,"鸡枞(干)",0
176,"元蘑(干)",2
208,"元蘑(干)",3
206,"元蘑(干)",5
130,"元蘑(干)",3
153,"元蘑(干)",0
83,"元蘑(干)",4
62,"元蘑(干)",3
166,"元蘑(干)",5
299,"元蘑(干)",4
295,"元蘑(干)",4
71,"元蘑(干)",2
175,"元蘑(干)",5
2,"元蘑(干)",1
250,"元蘑(干)",1
75,"元蘑(干)",1
194,"元蘑(干)",1
44,"元蘑(干)",5
240,"元蘑(干)",3
285,"元蘑(干)",2
82,"元蘑(干)",3
10,"元蘑(干)",4
114,"元蘑(干)",0
69,"元蘑(干)",1
87,"元蘑(干)",4
101,"元蘑(干)",2
219,"元蘑(干)",4
113,"元蘑(干)",5
248,"元蘑(干)",0
277,"元蘑(干)",1
163,"元蘑(干)",3
38,"元蘑(干)",0
104,"元蘑(干)",0
218,"元蘑(干)",2
207,"元蘑(干)",3
149,"元蘑(干)",4
260,"元蘑(干)",2
205,"元蘑(干)",3
96,"元蘑(干)",2
266,"元蘑(干)",5
18,"元蘑(干)",4
52,"元蘑(干)",2
166,"香杏片口蘑(干)",3
92,"香杏片口蘑(干)",0
242,"香杏片口蘑(干)",0
81,"香杏片口蘑(干)",5
297,"香杏片口蘑(干)",2
256,"香杏片口蘑(干)",4
249,"香杏片口蘑(干)",5
29,"香杏片口蘑(干)",1
188,"香杏片口蘑(干)",2
282,"香杏片口蘑(干)",1
269,"香杏片口蘑(干)",0
139,"香杏片口蘑(干)",1
50,"香杏片口蘑(干)",2
49,"香杏片口蘑(干)",1
295,"香杏片口蘑(干)",3
158,"香杏片口蘑(干)",0
53,"香杏片口蘑(干)",4
257,"香杏片口蘑(干)",4
16,"香杏片口蘑(干)",4
162,"香杏片口蘑(干)",5
189,"香杏片口蘑(干)",3
235,"香杏片口蘑(干)",2
28,"香杏片口蘑(干)",1
127,"香杏片口蘑(干)",1
151,"香杏片口蘑(干)",0
134,"香杏片口蘑(干)",2
17,"香杏片口蘑(干)",2
40,"香杏片口蘑(干)",2
296,"香杏片口蘑(干)",4
89,"香杏片口蘑(干)",4
66,"香杏片口蘑(干)",2
279,"香杏片口蘑(干)",2
78,"香杏片口蘑(干)",0
195,"香杏片口蘑(干)",1
133,"香杏片口蘑(干)",1
83,"香杏片口蘑(干)",2
258,"香杏片口蘑(干)",5
2,"香杏片口蘑(干)",4
252,"香杏片口蘑(干)",5
44,"香杏片口蘑(干)",4
258,"金之榕 八宝珍菇(辣味)",0
73,"金之榕 八宝珍菇(辣味)",2
294,"金之榕 八宝珍菇(辣味)",1
100,"金之榕 八宝珍菇(辣味)",2
268,"金之榕 八宝珍菇(辣味)",4
256,"金之榕 八宝珍菇(辣味)",0
91,"金之榕 八宝珍菇(辣味)",0
292,"金之榕 八宝珍菇(辣味)",2
10,"金之榕 八宝珍菇(辣味)",1
253,"金之榕 八宝珍菇(辣味)",3
22,"金之榕 八宝珍菇(辣味)",1
29,"金之榕 八宝珍菇(辣味)",1
26,"金之榕 八宝珍菇(辣味)",4
187,"金之榕 八宝珍菇(辣味)",5
61,"金之榕 八宝珍菇(辣味)",5
13,"金之榕 八宝珍菇(辣味)",4
106,"金之榕 八宝珍菇(辣味)",1
201,"金之榕 八宝珍菇(辣味)",3
148,"金之榕 八宝珍菇(辣味)",5
9,"金之榕 八宝珍菇(辣味)",4
251,"金之榕 八宝珍菇(辣味)",4
75,"金之榕 八宝珍菇(辣味)",0
297,"金之榕 八宝珍菇(辣味)",0
4,"金之榕 八宝珍菇(辣味)",0
206,"金之榕 八宝珍菇(辣味)",4
287,"金之榕 八宝珍菇(辣味)",1
202,"金之榕 八宝珍菇(辣味)",5
170,"金之榕 八宝珍菇(辣味)",4
150,"金之榕 八宝珍菇(辣味)",1
222,"金之榕 八宝珍菇(辣味)",0
135,"金之榕 八宝珍菇(辣味)",1
187,"Sushi Hot Seaweed Salad",1
277,"Sushi Hot Seaweed Salad",2
126,"Sushi Hot Seaweed Salad",4
116,"Sushi Hot Seaweed Salad",1
298,"Sushi Hot Seaweed Salad",5
165,"Sushi Hot Seaweed Salad",5
201,"Sushi Hot Seaweed Salad",4
175,"Sushi Hot Seaweed Salad",5
57,"Sushi Hot Seaweed Salad",2
125,"Sushi Hot Seaweed Salad",2
230,"Sushi Hot Seaweed Salad",3
127,"Sushi Hot Seaweed Salad",4
111,"Sushi Hot Seaweed Salad",5
181,"Sushi Hot Seaweed Salad",1
219,"Sushi Hot Seaweed Salad",4
135,"Sushi Hot Seaweed Salad",4
222,"Sushi Hot Seaweed Salad",0
38,"Sushi Hot Seaweed Salad",4
86,"Sushi Hot Seaweed Salad",1
248,"Sushi Hot Seaweed Salad",1
81,"Sushi Hot Seaweed Salad",5
183,"Sushi Hot Seaweed Salad",5
83,"Sushi Hot Seaweed Salad",4
94,"Sushi Hot Seaweed Salad",0
9,"Sushi Hot Seaweed Salad",2
234,"Sushi Hot Seaweed Salad",4
261,"Sushi Hot Seaweed Salad",3
46,"Sushi Hot Seaweed Salad",4
232,"Sushi Hot Seaweed Salad",3
55,"Sushi Hot Seaweed Salad",1
197,"Sushi Hot Seaweed Salad",0
80,"Sushi Hot Seaweed Salad",2
115,"Sushi Hot Seaweed Salad",0
82,"Sushi Hot Seaweed Salad",0
185,"Sushi Hot Seaweed Salad",2
112,"Sushi Hot Seaweed Salad",2
89,"Sushi Hot Seaweed Salad",4
53,"Sushi Hot Seaweed Salad",1
109,"Sushi Hot Seaweed Salad",2
152,"Sushi Hot Seaweed Salad",0
106,"Sushi Hot Seaweed Salad",1
243,"Sushi Hot Seaweed Salad",3
202,"Sushi Hot Seaweed Salad",3
276,"Sushi Hot Seaweed Salad",5
145,"Sushi Hot Seaweed Salad",3
3,"Sushi Hot Seaweed Salad",2
130,"榛磨(干)",0
167,"榛磨(干)",1
141,"榛磨(干)",2
225,"榛磨(干)",4
111,"榛磨(干)",4
241,"榛磨(干)",3
186,"榛磨(干)",1
80,"榛磨(干)",0
265,"榛磨(干)",2
84,"榛磨(干)",0
290,"榛磨(干)",5
299,"榛磨(干)",2
139,"榛磨(干)",2
104,"榛磨(干)",5
56,"榛磨(干)",5
180,"榛磨(干)",3
43,"榛磨(干)",1
168,"榛磨(干)",3
99,"榛磨(干)",4
8,"榛磨(干)",2
66,"榛磨(干)",4
295,"榛磨(干)",2
7,"榛磨(干)",2
166,"榛磨(干)",2
194,"榛磨(干)",2
200,"榛磨(干)",3
98,"榛磨(干)",3
118,"榛磨(干)",0
235,"榛磨(干)",3
229,"榛磨(干)",0
289,"榛磨(干)",5
90,"榛磨(干)",2
120,"榛磨(干)",0
238,"榛磨(干)",2
28,"榛磨(干)",5
78,"榛磨(干)",4
281,"榛磨(干)",3
193,"榛磨(干)",4
186,"森元 九道菇蟹味菌菇",4
119,"森元 九道菇蟹味菌菇",0
246,"森元 九道菇蟹味菌菇",3
130,"森元 九道菇蟹味菌菇",3
3,"森元 九道菇蟹味菌菇",1
6,"森元 九道菇蟹味菌菇",2
103,"森元 九道菇蟹味菌菇",5
212,"森元 九道菇蟹味菌菇",0
105,"森元 九道菇蟹味菌菇",1
53,"森元 九道菇蟹味菌菇",1
2,"森元 九道菇蟹味菌菇",0
151,"森元 九道菇蟹味菌菇",2
205,"森元 九道菇蟹味菌菇",3
48,"森元 九道菇蟹味菌菇",0
218,"森元 九道菇蟹味菌菇",0
234,"森元 九道菇蟹味菌菇",4
44,"森元 九道菇蟹味菌菇",0
111,"森元 九道菇蟹味菌菇",1
99,"森元 九道菇蟹味菌菇",5
273,"森元 九道菇蟹味菌菇",5
75,"森元 九道菇蟹味菌菇",4
292,"森元 九道菇蟹味菌菇",3
198,"森元 九道菇蟹味菌菇",0
201,"森元 九道菇蟹味菌菇",5
224,"森元 九道菇蟹味菌菇",2
57,"森元 九道菇蟹味菌菇",0
27,"森元 九道菇蟹味菌菇",5
110,"森元 九道菇蟹味菌菇",0
146,"森元 九道菇蟹味菌菇",3
165,"森元 九道菇蟹味菌菇",4
22,"森元 九道菇蟹味菌菇",5
60,"森元 九道菇蟹味菌菇",1
127,"森元 九道菇蟹味菌菇",0
274,"森元 九道菇蟹味菌菇",0
264,"森元 九道菇蟹味菌菇",5
295,"森元 九道菇蟹味菌菇",1
203,"森元 九道菇蟹味菌菇",0
229,"森元 九道菇蟹味菌菇",1
173,"森元 九道菇蟹味菌菇",5
162,"森元 九道菇蟹味菌菇",0
183,"优渥 果蔬脆(蘑菇)",1
182,"优渥 果蔬脆(蘑菇)",3
153,"优渥 果蔬脆(蘑菇)",0
192,"优渥 果蔬脆(蘑菇)",5
297,"优渥 果蔬脆(蘑菇)",1
34,"优渥 果蔬脆(蘑菇)",2
219,"丰正 即时海鲜蔬菜系列海草",2
247,"丰正 即时海鲜蔬菜系列海草",2
103,"丰正 即时海鲜蔬菜系列海草",5
189,"丰正 即时海鲜蔬菜系列海草",0
156,"丰正 即时海鲜蔬菜系列海草",1
200,"丰正 即时海鲜蔬菜系列海草",4
212,"丰正 即时海鲜蔬菜系列海草",0
143,"丰正 即时海鲜蔬菜系列海草",2
176,"丰正 即时海鲜蔬菜系列海草",0
30,"丰正 即时海鲜蔬菜系列海草",4
233,"丰正 即时海鲜蔬菜系列海草",3
53,"丰正 即时海鲜蔬菜系列海草",3
73,"丰正 即时海鲜蔬菜系列海草",0
241,"丰正 即时海鲜蔬菜系列海草",3
214,"丰正 即时海鲜蔬菜系列海草",4
148,"丰正 即时海鲜蔬菜系列海草",4
271,"丰正 即时海鲜蔬菜系列海草",5
59,"丰正 即时海鲜蔬菜系列海草",4
225,"丰正 即时海鲜蔬菜系列海草",0
210,"丰正 即时海鲜蔬菜系列海草",4
135,"丰正 即时海鲜蔬菜系列海草",2
193,"丰正 即时海鲜蔬菜系列海草",4
183,"丰正 即时海鲜蔬菜系列海草",4
170,"丰正 即时海鲜蔬菜系列海草",2
44,"丰正 即时海鲜蔬菜系列海草",2
265,"丰正 即时海鲜蔬菜系列海草",4
238,"丰正 即时海鲜蔬菜系列海草",2
221,"丰正 即时海鲜蔬菜系列海草",1
249,"丰正 即时海鲜蔬菜系列海草",1
158,"丰正 即时海鲜蔬菜系列海草",4
264,"丰正 即时海鲜蔬菜系列海草",5
209,"丰正 即时海鲜蔬菜系列海草",2
222,"丰正 即时海鲜蔬菜系列海草",1
91,"丰正 即时海鲜蔬菜系列海草",1
10,"丰正 即时海鲜蔬菜系列海草",4
287,"丰正 即时海鲜蔬菜系列海草",5
290,"丰正 即时海鲜蔬菜系列海草",1
199,"丰正 即时海鲜蔬菜系列海草",0
261,"丰正 即时海鲜蔬菜系列海草",3
7,"丰正 即时海鲜蔬菜系列海草",5
288,"丰正 即时海鲜蔬菜系列海草",0
194,"丰正 即时海鲜蔬菜系列海草",1
126,"丰正 即时海鲜蔬菜系列海草",5
76,"丰正 即时海鲜蔬菜系列海草",4
32,"丰正 即时海鲜蔬菜系列海草",2
292,"丰正 即时海鲜蔬菜系列海草",0
250,"丰正 即时海鲜蔬菜系列海草",3
116,"森元 九道菇白玉菌菇",3
13,"森元 九道菇白玉菌菇",5
292,"森元 九道菇白玉菌菇",4
66,"森元 九道菇白玉菌菇",5
39,"森元 九道菇白玉菌菇",2
36,"森元 九道菇白玉菌菇",3
288,"森元 九道菇白玉菌菇",0
299,"森元 九道菇白玉菌菇",4
43,"森元 九道菇白玉菌菇",2
160,"森元 九道菇白玉菌菇",4
49,"森元 九道菇白玉菌菇",3
32,"森元 九道菇白玉菌菇",2
28,"森元 九道菇白玉菌菇",0
179,"森元 九道菇白玉菌菇",0
195,"森元 九道菇白玉菌菇",0
294,"森元 九道菇白玉菌菇",3
159,"森元 九道菇白玉菌菇",3
200,"森元 九道菇白玉菌菇",5
199,"森元 九道菇白玉菌菇",2
279,"森元 九道菇白玉菌菇",3
25,"森元 九道菇白玉菌菇",5
84,"森元 九道菇白玉菌菇",1
240,"森元 九道菇白玉菌菇",2
239,"森元 九道菇白玉菌菇",1
293,"森元 九道菇白玉菌菇",2
56,"森元 九道菇白玉菌菇",4
98,"森元 九道菇白玉菌菇",2
225,"森元 九道菇白玉菌菇",5
47,"森元 九道菇白玉菌菇",3
159,"美味强 无沙紫菜",1
248,"美味强 无沙紫菜",0
181,"美味强 无沙紫菜",1
164,"美味强 无沙紫菜",1
104,"美味强 无沙紫菜",1
167,"美味强 无沙紫菜",2
178,"美味强 无沙紫菜",5
158,"美味强 无沙紫菜",3
6,"美味强 无沙紫菜",0
28,"美味强 无沙紫菜",5
21,"美味强 无沙紫菜",2
139,"美味强 无沙紫菜",1
245,"美味强 无沙紫菜",5
148,"金印 海苔",4
249,"金印 海苔",1
136,"金印 海苔",3
142,"金印 海苔",0
270,"金印 海苔",3
101,"金印 海苔",3
97,"金印 海苔",4
275,"金印 海苔",1
135,"金印 海苔",5
174,"金印 海苔",4
152,"金印 海苔",5
70,"金印 海苔",0
230,"金印 海苔",1
17,"金印 海苔",5
212,"金印 海苔",0
129,"金印 海苔",4
143,"金印 海苔",3
189,"金印 海苔",4
33,"金印 海苔",1
151,"金印 海苔",0
45,"金印 海苔",0
196,"金印 海苔",5
52,"金印 海苔",2
204,"金印 海苔",2
22,"金印 海苔",4
205,"金印 海苔",3
231,"金印 海苔",1
248,"金印 海苔",1
67,"金印 海苔",4
115,"金印 海苔",3
116,"金印 海苔",3
105,"金印 海苔",4
47,"金印 海苔",5
162,"金印 海苔",2
219,"金印 海苔",5
74,"金印 海苔",1
30,"金印 海苔",1
263,"金印 海苔",2
294,"金印 海苔",3
108,"金印 海苔",4
153,"金印 海苔",3
140,"金印 海苔",0
245,"金印 海苔",2
69,"金印 海苔",4
3,"金印 海苔",5
167,"金印 海苔",4
57,"金桥 香菇",4
33,"金桥 香菇",2
141,"金桥 香菇",4
224,"金桥 香菇",4
209,"UMINOHO 寿司紫菜",2
202,"UMINOHO 寿司紫菜",1
296,"UMINOHO 寿司紫菜",5
276,"UMINOHO 寿司紫菜",0
194,"UMINOHO 寿司紫菜",3
30,"UMINOHO 寿司紫菜",0
62,"UMINOHO 寿司紫菜",3
90,"UMINOHO 寿司紫菜",3
147,"UMINOHO 寿司紫菜",1
273,"UMINOHO 寿司紫菜",5
3,"UMINOHO 寿司紫菜",1
31,"UMINOHO 寿司紫菜",5
222,"UMINOHO 寿司紫菜",1
124,"UMINOHO 寿司紫菜",2
119,"UMINOHO 寿司紫菜",0
261,"UMINOHO 寿司紫菜",0
265,"UMINOHO 寿司紫菜",5
272,"UMINOHO 寿司紫菜",0
126,"UMINOHO 寿司紫菜",4
27,"UMINOHO 寿司紫菜",3
171,"UMINOHO 寿司紫菜",2
108,"UMINOHO 寿司紫菜",4
41,"UMINOHO 寿司紫菜",0
219,"UMINOHO 寿司紫菜",1
233,"UMINOHO 寿司紫菜",4
138,"UMINOHO 寿司紫菜",3
242,"UMINOHO 寿司紫菜",3
187,"UMINOHO 寿司紫菜",5
48,"UMINOHO 寿司紫菜",5
10,"UMINOHO 寿司紫菜",3
200,"UMINOHO 寿司紫菜",4
275,"UMINOHO 寿司紫菜",5
78,"UMINOHO 寿司紫菜",5
299,"UMINOHO 寿司紫菜",2
57,"UMINOHO 寿司紫菜",0
208,"UMINOHO 寿司紫菜",3
32,"UMINOHO 寿司紫菜",2
253,"UMINOHO 寿司紫菜",5
293,"UMINOHO 寿司紫菜",2
284,"UMINOHO 寿司紫菜",2
228,"UMINOHO 寿司紫菜",2
53,"UMINOHO 寿司紫菜",2
243,"UMINOHO 寿司紫菜",1
231,"UMINOHO 寿司紫菜",4
286,"UMINOHO 寿司紫菜",4
118,"UMINOHO 寿司紫菜",0
269,"UMINOHO 寿司紫菜",5
123,"UMINOHO 寿司紫菜",0
161,"UMINOHO 寿司紫菜",5
11,"UMINOHO 寿司紫菜",5
262,"koala bear 免洗即食日式紫菜",1
86,"koala bear 免洗即食日式紫菜",5
234,"koala bear 免洗即食日式紫菜",0
67,"koala bear 免洗即食日式紫菜",1
49,"koala bear 免洗即食日式紫菜",0
271,"koala bear 免洗即食日式紫菜",0
18,"koala bear 免洗即食日式紫菜",2
226,"koala bear 免洗即食日式紫菜",3
229,"koala bear 免洗即食日式紫菜",1
150,"koala bear 免洗即食日式紫菜",2
230,"koala bear 免洗即食日式紫菜",1
199,"koala bear 免洗即食日式紫菜",2
155,"koala bear 免洗即食日式紫菜",5
108,"koala bear 免洗即食日式紫菜",0
34,"koala bear 免洗即食日式紫菜",1
132,"koala bear 免洗即食日式紫菜",5
50,"koala bear 免洗即食日式紫菜",4
243,"koala bear 免洗即食日式紫菜",1
166,"koala bear 免洗即食日式紫菜",2
291,"koala bear 免洗即食日式紫菜",0
31,"koala bear 免洗即食日式紫菜",2
141,"koala bear 免洗即食日式紫菜",4
188,"koala bear 免洗即食日式紫菜",5
284,"koala bear 免洗即食日式紫菜",3
119,"koala bear 免洗即食日式紫菜",4
69,"koala bear 免洗即食日式紫菜",2
102,"koala bear 免洗即食日式紫菜",4
239,"koala bear 免洗即食日式紫菜",3
79,"王裔佳 寿司紫菜",3
212,"王裔佳 寿司紫菜",3
109,"王裔佳 寿司紫菜",1
121,"ｺｽﾓｽ魔芋板",2
261,"ｺｽﾓｽ魔芋板",1
78,"ｺｽﾓｽ魔芋板",1
5,"ｺｽﾓｽ魔芋板",1
11,"ｺｽﾓｽ魔芋板",5
224,"ｺｽﾓｽ魔芋板",2
18,"ｺｽﾓｽ魔芋板",2
18,"Champignons",0
103,"Champignons",2
149,"Champignons",4
123,"Champignons",4
245,"Champignons",0
282,"Champignons",0
180,"Champignons",4
36,"Champignons",1
46,"Champignons",3
101,"Champignons",0
242,"Champignons",0
191,"Champignons",0
185,"Champignons",4
20,"Champignons",2
110,"Champignons",5
134,"Champignons",3
63,"Champignons",3
218,"Champignons",1
189,"Champignons",0
208,"Champignons",3
166,"Champignons",3
75,"Champignons",1
91,"Champignons",0
60,"Champignons",1
32,"Champignons",1
289,"Champignons",0
243,"Champignons",0
168,"Champignons",4
225,"Champignons",1
220,"Champignons",2
74,"Champignons",0
278,"Champignons",4
97,"Champignons",0
173,"Champignons",3
261,"Champignons",2
93,"Champignons",2
223,"Champignons",1
266,"Champignons",2
12,"Champignons",0
135,"香杏丁蘑(干，大)",5
69,"香杏丁蘑(干，大)",0
31,"香杏丁蘑(干，大)",5
279,"香杏丁蘑(干，大)",4
4,"香杏丁蘑(干，大)",3
42,"香杏丁蘑(干，大)",0
190,"香杏丁蘑(干，大)",2
70,"香杏丁蘑(干，大)",5
47,"香杏丁蘑(干，大)",2
203,"香杏丁蘑(干，大)",4
215,"香杏丁蘑(干，大)",3
287,"香杏丁蘑(干，大)",4
208,"香杏丁蘑(干，大)",5
36,"香杏丁蘑(干，大)",0
233,"香杏丁蘑(干，大)",3
85,"香杏丁蘑(干，大)",2
196,"香杏丁蘑(干，大)",2
268,"香杏丁蘑(干，大)",4
170,"香杏丁蘑(干，大)",0
218,"香杏丁蘑(干，大)",1
60,"香杏丁蘑(干，大)",0
154,"香杏丁蘑(干，大)",1
257,"香杏丁蘑(干，大)",4
64,"香杏丁蘑(干，大)",5
84,"香杏丁蘑(干，大)",1
90,"香杏丁蘑(干，大)",0
169,"香杏丁蘑(干，大)",2
255,"香杏丁蘑(干，大)",2
110,"香杏丁蘑(干，大)",2
50,"香杏丁蘑(干，大)",4
171,"香杏丁蘑(干，大)",3
22,"香杏丁蘑(干，大)",5
25,"香杏丁蘑(干，大)",5
41,"香杏丁蘑(干，大)",4
254,"香杏丁蘑(干，大)",1
125,"香杏丁蘑(干，大)",0
223,"香杏丁蘑(干，大)",4
186,"香杏丁蘑(干，大)",1
28,"香杏丁蘑(干，大)",1
244,"香杏丁蘑(干，大)",0
128,"香杏丁蘑(干，大)",5
288,"香杏丁蘑(干，大)",5
127,"Livesey Brothers 金针菇",2
7,"Livesey Brothers 金针菇",5
265,"Livesey Brothers 金针菇",2
287,"Livesey Brothers 金针菇",4
83,"Livesey Brothers 金针菇",2
56,"Livesey Brothers 金针菇",3
296,"Livesey Brothers 金针菇",2
23,"Livesey Brothers 金针菇",5
95,"Livesey Brothers 金针菇",3
120,"Livesey Brothers 金针菇",4
3,"Livesey Brothers 金针菇",5
198,"Livesey Brothers 金针菇",1
122,"Livesey Brothers 金针菇",1
90,"Livesey Brothers 金针菇",5
219,"Livesey Brothers 金针菇",4
212,"Livesey Brothers 金针菇",4
203,"Livesey Brothers 金针菇",1
179,"Livesey Brothers 金针菇",4
114,"Livesey Brothers 金针菇",2
269,"Livesey Brothers 金针菇",1
291,"Livesey Brothers 金针菇",5
96,"Livesey Brothers 金针菇",1
93,"Livesey Brothers 金针菇",0
47,"Livesey Brothers 金针菇",1
69,"Livesey Brothers 金针菇",2
40,"Livesey Brothers 金针菇",4
24,"Livesey Brothers 金针菇",0
230,"Livesey Brothers 金针菇",1
22,"Livesey Brothers 金针菇",4
292,"Livesey Brothers 金针菇",3
66,"Livesey Brothers 金针菇",1
220,"Livesey Brothers 金针菇",4
48,"Livesey Brothers 金针菇",0
152,"Livesey Brothers 金针菇",3
36,"Livesey Brothers 金针菇",5
268,"Livesey Brothers 金针菇",3
62,"Livesey Brothers 金针菇",2
28,"Livesey Brothers 金针菇",5
146,"Livesey Brothers 金针菇",1
191,"Livesey Brothers 金针菇",3
66,"白果(干)",4
96,"白果(干)",2
168,"白果(干)",5
5,"白果(干)",5
15,"白果(干)",0
207,"白果(干)",3
296,"白果(干)",5
46,"白果(干)",5
203,"白果(干)",3
173,"白果(干)",2
24,"白果(干)",3
84,"白果(干)",1
239,"白果(干)",0
26,"白果(干)",5
53,"白果(干)",5
9,"白果(干)",5
115,"白果(干)",0
235,"白果(干)",4
160,"白果(干)",0
170,"白果(干)",4
47,"白果(干)",3
98,"白果(干)",3
77,"白果(干)",1
218,"白果(干)",2
271,"白果(干)",3
210,"白果(干)",5
243,"白果(干)",4
220,"白果(干)",5
214,"白果(干)",4
270,"白果(干)",4
141,"白果(干)",4
174,"洽洽 小黄袋每日坚果",4
